PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z 
1272,702386417,0.6008823,-0.06120225,-0.78747284,0.122806415,15.333952903747559,1.741264820098877,2.162677764892578,66.0169448852539,-129.01930236816406, 43.16626739501953
1273,702403084,0.58856803,-0.06281078,-0.79488856,0.13339801,8.811629295349121,-5.764673233032227,1.9490165710449219,39.889766693115234,-99.89789581298828, 61.183189392089844
1274,702419751,0.5795782,-0.0598134,-0.799188,0.14768267,18.7058162689209,-5.1636738777160645,-0.9205033779144287,82.96971893310547,-74.95416259765625, 49.23891067504883
1275,702436418,0.57346624,-0.060127836,-0.8025404,0.15313448,21.974985122680664,-6.209110736846924,-2.670302391052246,23.4066219329834,-48.40605163574219, 29.695466995239258
1276,702453085,0.57096803,-0.060002,-0.8040529,0.1545785,23.078914642333984,-3.250295877456665,-3.357067584991455,6.446183681488037,-20.0357608795166, 8.426048278808594
1277,702469752,0.5718974,-0.059945412,-0.8038623,0.15213734,23.857168197631836,-2.572234869003296,-3.3628621101379395,-12.047367095947266,7.244668006896973, -9.372028350830078
1278,702486419,0.57696617,-0.059692945,-0.8012821,0.14660816,21.341434478759766,-4.477622985839844,-3.808227062225342,-24.11728286743164,40.561607360839844, -25.92156219482422
1279,702503086,0.5862099,-0.060278583,-0.7961328,0.1374669,17.455909729003906,-3.879639148712158,-2.9691174030303955,-42.98181915283203,76.05369567871094, -38.78960037231445
1280,702519753,0.5988535,-0.06235695,-0.7887191,0.12413046,13.797794342041016,-3.3906571865081787,-2.167860507965088,-68.34584045410156,106.91840362548828, -49.807769775390625
1281,702536420,0.6141717,-0.06307531,-0.7788387,0.11056827,9.263480186462402,-2.5269486904144287,-1.6407572031021118,-60.68364334106445,130.5089111328125, -59.33340835571289
1282,702553087,0.63093674,-0.06276496,-0.76677704,0.100163534,5.129651069641113,-2.9925363063812256,-1.3911716938018799,-37.12617492675781,145.3182830810547, -51.65165710449219
1283,702569754,0.64435905,-0.061393168,-0.7563204,0.09493108,2.24104905128479,-4.394469261169434,-4.586085319519043,-7.85250186920166,117.78337860107422, -33.18229675292969
1284,702586421,0.65173054,-0.05773069,-0.75035954,0.09420822,3.5315818786621094,-2.9591593742370605,-6.156411170959473,20.24030303955078,63.02468490600586, -23.06816864013672
1285,702603088,0.6544867,-0.05709427,-0.7482906,0.09191678,3.409151077270508,-0.8340278267860413,-5.672077178955078,-5.813625335693359,24.396684646606445, -13.039487838745117
1286,702619755,0.6535682,-0.059469562,-0.74919146,0.08957825,2.893326759338379,-0.5377150177955627,-4.692105293273926,-22.93181037902832,-5.922730445861816, 3.4012386798858643
1287,702636422,0.6509316,-0.063057736,-0.75155354,0.0864818,1.4230706691741943,0.30168601870536804,-1.8592052459716797,-33.8818473815918,-20.26239776611328, 6.702977180480957
1288,702653089,0.6475288,-0.06573496,-0.75436175,0.085578635,0.23762470483779907,-0.5869807600975037,-0.4856177270412445,-19.085783004760742,-27.699630737304688, 12.076959609985352
1289,702669756,0.6436906,-0.06624231,-0.7573157,0.08801927,0.09746537357568741,0.0709933266043663,0.017211614176630974,7.631195545196533,-33.39419937133789, 15.894878387451172
1290,702686423,0.63819456,-0.06833007,-0.76164377,0.08909387,0.9632827043533325,0.5154994130134583,-1.7557709217071533,-8.074053764343262,-46.528717041015625, 18.45503044128418
1291,702703090,0.6307796,-0.07130274,-0.7674205,0.08999453,1.3029934167861938,-0.9958913326263428,-1.137492299079895,-14.664534568786621,-62.30253601074219, 22.821073532104492
1292,702719757,0.6187711,-0.072466955,-0.776171,0.097105615,2.5310771465301514,-7.068877220153809,-10.079558372497559,21.794225692749023,-103.58870697021484, 41.601112365722656
1293,702736424,0.59993476,-0.06790332,-0.7890083,0.113725156,9.697060585021973,-8.293609619140625,-4.739073753356934,90.72078704833984,-165.93368530273438, 53.99081039428711
1294,702753091,0.58587563,-0.06199985,-0.7970858,0.13251486,11.514998435974121,-0.5814892649650574,3.497323751449585,113.94436645507812,-122.42565155029297, 54.131568908691406
1295,702769758,0.5739589,-0.06566903,-0.80367255,0.14272228,14.24333667755127,-5.503943920135498,0.13199101388454437,30.657188415527344,-92.34076690673828, 70.69584655761719
1296,702786425,0.56585723,-0.06597802,-0.8075629,0.15262637,21.259164810180664,-3.594430446624756,-3.783388376235962,46.563594818115234,-63.78972625732422, 48.407875061035156
1297,702803092,0.56101936,-0.06490057,-0.80979794,0.15897381,21.646869659423828,-3.929255247116089,-3.942897081375122,35.44340896606445,-39.09169006347656, 24.206790924072266
1298,702819759,0.5601268,-0.06368972,-0.810031,0.16140495,24.577091217041016,-3.153130292892456,-3.25238037109375,18.10226821899414,-7.819607257843018, 4.955008029937744
1299,702836426,0.5626128,-0.06473858,-0.80892104,0.15786949,23.317075729370117,-2.3734281063079834,-3.4308905601501465,-20.805025100708008,21.24488067626953, -8.592514991760254
1300,702853093,0.5688146,-0.068236925,-0.80603707,0.14865376,20.159517288208008,-3.3345589637756348,-3.226074457168579,-58.35219955444336,53.9629020690918, -20.13756561279297
1301,702869760,0.5783227,-0.07141988,-0.80108154,0.1367859,15.694328308105469,-4.086733341217041,-2.859257221221924,-68.03726959228516,81.25923919677734, -34.68342208862305
1302,702886427,0.59051615,-0.07351274,-0.7941929,0.12306162,11.906434059143066,-4.264142990112305,-2.168569326400757,-70.84232330322266,103.63289642333984, -49.62269973754883
1303,702903094,0.6053666,-0.073552676,-0.7850009,0.10906489,7.61716890335083,-4.3322014808654785,-1.324271559715271,-60.68949508666992,125.88975524902344, -63.027000427246094
1304,702919761,0.6207453,-0.07320757,-0.7742584,0.09919663,3.4274487495422363,-6.755460262298584,-2.1704492568969727,-35.24123001098633,132.7828826904297, -47.56523513793945
1305,702936428,0.6318514,-0.0690146,-0.7658972,0.09696647,1.2658747434616089,-7.567378520965576,-5.997334003448486,18.08138084411621,93.4082260131836, -33.75119400024414
1306,702953095,0.6376578,-0.060784634,-0.76133096,0.100364394,2.7886910438537598,-3.8459579944610596,-6.944769382476807,60.19962692260742,43.682621002197266, -28.849077224731445
1307,702969762,0.6403077,-0.055068456,-0.7591508,0.103264876,2.8761796951293945,-1.3541043996810913,-5.3300676345825195,43.58712387084961,18.676998138427734, -16.69691276550293
