X,Y,Z,mag
-0.725656,-1.1204479999999999,-0.392352,1.39
-0.732,-1.121912,-0.39967199999999997,1.4
-0.71492,-1.126792,-0.413336,1.4
-0.721752,-1.113128,-0.389912,1.38
-0.72956,-1.115568,-0.391376,1.39
-0.740784,-1.121424,-0.40016,1.4
-0.7339519999999999,-1.121424,-0.441152,1.41
-0.747128,-1.111664,-0.400648,1.4
-0.747616,-1.100928,-0.40211199999999997,1.39
-0.7363919999999999,-1.0809199999999999,-0.401136,1.37
-0.737368,-1.087752,-0.424072,1.38
-0.739808,-1.084336,-0.42456,1.38
-0.728584,-1.0857999999999999,-0.434808,1.38
-0.73932,-1.0906799999999999,-0.429928,1.39
-0.756888,-1.090192,-0.440664,1.4
-0.743224,-1.080432,-0.44408,1.38
-0.725656,-1.080432,-0.42553599999999997,1.37
-0.74908,-1.078968,-0.43724799999999997,1.38
-0.749568,-1.0614,-0.422608,1.37
-0.7339519999999999,-1.057008,-0.428952,1.36
-0.739808,-1.052616,-0.418216,1.35
-0.739808,-1.049688,-0.423584,1.35
-0.720288,-1.050664,-0.447984,1.35
-0.72224,-1.045784,-0.445056,1.35
-0.731024,-1.040904,-0.43968799999999997,1.35
-0.707112,-1.020408,-0.451888,1.32
-0.704184,-1.0316319999999999,-0.45872,1.33
-0.71492,-1.0316319999999999,-0.45139999999999997,1.33
-0.7080879999999999,-1.0248,-0.432368,1.32
-0.6919839999999999,-1.03212,-0.448472,1.32
-0.682712,-1.035536,-0.481168,1.33
-0.69784,-1.02968,-0.47970399999999996,1.33
-0.696376,-1.01748,-0.483608,1.32
-0.69296,-1.0126,-0.480192,1.32
-0.686128,-1.00772,-0.471896,1.31
-0.676368,-0.996984,-0.48312,1.3
-0.669536,-0.992104,-0.487512,1.29
-0.672464,-0.9916159999999999,-0.516792,1.3
-0.668072,-0.987712,-0.503128,1.29
-0.659288,-0.9852719999999999,-0.478728,1.28
-0.64172,-0.984784,-0.469944,1.27
-0.635864,-0.9803919999999999,-0.50996,1.27
-0.6353759999999999,-0.96868,-0.521672,1.27
-0.632448,-0.9516,-0.530944,1.26
-0.62708,-0.953552,-0.51972,1.25
-0.630984,-0.96624,-0.534848,1.27
-0.6329359999999999,-0.936472,-0.534848,1.25
-0.633912,-0.925248,-0.537776,1.24
-0.646112,-0.939888,-0.537776,1.26
-0.629032,-0.931592,-0.540704,1.25
-0.623176,-0.915488,-0.554856,1.24
-0.607072,-0.925736,-0.566568,1.24
-0.598776,-0.9237839999999999,-0.586576,1.25
-0.584136,-0.91744,-0.58072,1.23
-0.592432,-0.908168,-0.599264,1.24
-0.584136,-0.903288,-0.606096,1.23
-0.58804,-0.887184,-0.603168,1.22
-0.598776,-0.874984,-0.631472,1.23
-0.599264,-0.8720559999999999,-0.6353759999999999,1.23
-0.594872,-0.870104,-0.618296,1.22
-0.59292,-0.856928,-0.636352,1.22
-0.58804,-0.853024,-0.660264,1.23
-0.592432,-0.85156,-0.6822239999999999,1.24
-0.59536,-0.849608,-0.677832,1.24
-0.5958479999999999,-0.842288,-0.672952,1.23
-0.608048,-0.821304,-0.675392,1.22
-0.613904,-0.813008,-0.6895439999999999,1.23
-0.605608,-0.80032,-0.691496,1.22
-0.606584,-0.804712,-0.691008,1.22
-0.618784,-0.796904,-0.7080879999999999,1.23
-0.620248,-0.785192,-0.7129679999999999,1.23
-0.61244,-0.776408,-0.71248,1.22
-0.6192719999999999,-0.761768,-0.72956,1.22
-0.621224,-0.7598159999999999,-0.7442,1.23
-0.626104,-0.760792,-0.7646959999999999,1.25
-0.6466,-0.74908,-0.752008,1.24
-0.647088,-0.754448,-0.752984,1.25
-0.6402559999999999,-0.732488,-0.755424,1.23
-0.647576,-0.725168,-0.762744,1.24
-0.641232,-0.718336,-0.752008,1.22
-0.631472,-0.721264,-0.7598159999999999,1.22
-0.637328,-0.7056479999999999,-0.784704,1.23
-0.65148,-0.693448,-0.788608,1.24
-0.6563599999999999,-0.6944239999999999,-0.787144,1.24
-0.67588,-0.669536,-0.794952,1.24
-0.671488,-0.677344,-0.811056,1.25
-0.6587999999999999,-0.67588,-0.820816,1.25
-0.64904,-0.665144,-0.823744,1.24
-0.662216,-0.649528,-0.8139839999999999,1.23
-0.670024,-0.64904,-0.807152,1.23
-0.679296,-0.630984,-0.80764,1.23
-0.666608,-0.623664,-0.799832,1.21
-0.647088,-0.618296,-0.812032,1.21
-0.654896,-0.61488,-0.840336,1.23
-0.671976,-0.60512,-0.8374079999999999,1.23
-0.664168,-0.608536,-0.836432,1.23
-0.64904,-0.598288,-0.826672,1.21
-0.634888,-0.587064,-0.855464,1.22
-0.638792,-0.576816,-0.844728,1.21
-0.645624,-0.561688,-0.841312,1.2
-0.633424,-0.558272,-0.825696,1.18
-0.6222,-0.540216,-0.8091039999999999,1.15
-0.635864,-0.531432,-0.785192,1.14
-0.634888,-0.533872,-0.769576,1.13
-0.638304,-0.51972,-0.75396,1.12
-0.641232,-0.517768,-0.739808,1.11
-0.641232,-0.514352,-0.72468,1.1
-0.605608,-0.508984,-0.714432,1.07
-0.59536,-0.5002,-0.704672,1.05
-0.5699839999999999,-0.499712,-0.73688,1.06
-0.56364,-0.487024,-0.749568,1.06
-0.554856,-0.457256,-0.756888,1.04
-0.5416799999999999,-0.45383999999999997,-0.784704,1.06
-0.540704,-0.464088,-0.8174,1.08
-0.524112,-0.46067199999999997,-0.83204,1.09
-0.51484,-0.458232,-0.865224,1.11
-0.503128,-0.440664,-0.88816,1.11
-0.501176,-0.436272,-0.904752,1.12
-0.506544,-0.42944,-0.922808,1.14
-0.494832,-0.415288,-0.9359839999999999,1.14
-0.493368,-0.407968,-0.94428,1.14
-0.496784,-0.408456,-0.95648,1.15
-0.49824799999999997,-0.40455199999999997,-0.97356,1.17
-0.48897599999999997,-0.398208,-0.972584,1.16
-0.488,-0.389912,-0.964776,1.15
-0.49824799999999997,-0.390888,-0.981368,1.17
-0.498736,-0.379176,-0.981856,1.16
-0.5002,-0.377712,-0.950624,1.14
-0.489952,-0.376736,-0.958432,1.14
-0.498736,-0.379664,-0.972584,1.16
-0.505568,-0.365512,-0.981856,1.16
-0.508496,-0.358192,-0.9803919999999999,1.16
-0.5158159999999999,-0.354288,-0.96868,1.15
-0.5182559999999999,-0.351848,-0.96136,1.15
-0.511424,-0.353312,-0.990152,1.17
-0.5158159999999999,-0.332328,-0.997472,1.17
-0.502152,-0.326472,-1.007232,1.17
-0.518744,-0.323056,-1.016016,1.19
-0.52216,-0.316224,-1.020408,1.19
-0.525088,-0.330864,-1.014064,1.19
-0.5182559999999999,-0.332328,-1.014552,1.19
-0.520208,-0.310368,-1.04676,1.21
-0.5158159999999999,-0.29670399999999997,-1.075552,1.23
-0.52216,-0.29426399999999997,-1.062376,1.22
-0.517768,-0.298168,-1.0735999999999999,1.23
-0.512888,-0.289384,-1.092144,1.24
-0.50264,-0.294752,-1.103368,1.25
-0.506056,-0.2806,-1.097024,1.24
-0.50264,-0.270352,-1.099952,1.24
-0.503128,-0.27083999999999997,-1.117032,1.25
-0.507032,-0.28011199999999997,-1.1375279999999999,1.28
