Acc_X,Acc_Y,Acc_Z
11.47016716003418,-1.1899415254592896,-1.6092311143875122
10.29035758972168,1.0258784294128418,0.2885058224201202
10.038031578063965,1.3082051277160645,-0.5085960626602173
10.063817977905272,0.9737239480018616,-0.3934319019317627
9.855202674865724,1.7146486043930054,2.3466193675994877
8.698723793029785,5.066816806793213,3.3801283836364746
8.503337860107422,4.3733744621276855,2.1763882637023926
8.501371383666992,3.75569224357605,2.7430903911590576
9.27084255218506,2.407521247863769,2.005655288696289
10.27551555633545,1.3273053169250488,2.083605527877808
10.049626350402832,1.4741251468658447,1.0014814138412476
10.246404647827148,0.6483554840087891,-0.2442364245653152
10.840123176574709,-0.0344717651605606,-0.8280699849128723
11.27864933013916,-0.6454503536224365,-1.1346416473388672
11.736343383789062,-1.6316070556640625,-0.6869291067123413
12.092018127441406,-0.7797650098800659,-0.6240842342376709
12.296814918518066,-0.5265902876853943,0.2602206170558929
12.87502384185791,1.5473501682281494,0.5761498808860779
14.254535675048828,-1.2212260961532593,3.502455472946167
16.806238174438477,-3.465319395065308,5.663121700286865
19.953561782836918,-3.286751747131348,10.079113006591797
23.29878807067871,1.2349554300308228,15.499836921691896
19.61402702331543,5.927150726318359,8.551011085510254
23.14365005493164,9.75506591796875,5.800387382507324
20.32374382019043,0.1676789075136184,7.914124488830566
16.425355911254883,4.176668643951416,6.560153484344482
11.980243682861328,-0.7056412696838379,11.725361824035645
4.717362403869629,-3.077472686767578,12.11274242401123
1.309211254119873,-4.530743598937988,11.686267852783203
1.768924355506897,-5.238798141479492,11.080998420715332
3.667249202728272,-2.9311459064483643,7.771300792694092
5.749344348907471,-0.2100092470645904,6.021234512329102
7.611091613769531,-0.1550926715135574,3.6671547889709473
9.327157020568848,0.4798730015754699,1.1064951419830322
11.586190223693848,0.9758669137954712,-0.4885966181755066
14.192657470703123,1.884299874305725,-1.7062809467315674
16.94756507873535,2.3619487285614014,-3.408144235610962
19.342708587646484,2.261840343475342,-4.359230041503906
21.95867156982422,3.00811767578125,-6.671009063720703
23.359188079833984,5.030141353607178,-9.108641624450684
20.246755599975582,8.846783638000488,-10.63155460357666
17.468414306640625,7.306262969970703,-12.770102500915527
15.187987327575684,8.904520988464355,-14.575907707214355
12.19607162475586,7.321154117584228,-16.95345115661621
11.2097806930542,9.42858600616455,-15.708484649658203
11.21531867980957,8.670892715454102,-13.191323280334473
11.82397747039795,8.495054244995117,-10.680545806884766
15.399974822998049,2.73418927192688,-2.095180988311768
15.194708824157717,-10.974676132202148,7.710384845733643
15.315519332885742,-0.6718608140945435,-4.421039581298828
18.02218437194824,2.387557983398437,-2.411168575286865
12.625187873840332,4.383096218109131,0.7818067669868469
12.844799995422363,6.527239799499512,0.9857156872749328
8.690542221069336,-0.4903711676597595,0.8628022074699402
11.376348495483398,1.171349048614502,1.221977710723877
11.729168891906738,-1.2022980451583862,1.057327389717102
12.505118370056152,-1.58256995677948,0.313239574432373
11.75961971282959,-0.4795228242874145,0.4502569437026977
10.10521125793457,1.334910273551941,1.0126619338989258
9.338855743408203,3.0815255641937256,1.1573171615600586
9.731925010681152,3.307816505432129,1.0897868871688845
9.867534637451172,2.847100019454956,1.6369318962097168
9.725452423095703,3.2517809867858887,1.9671428203582764
9.485237121582031,2.28345251083374,1.0478947162628174
9.265137672424316,0.1815951615571975,1.2919628620147705
9.777935981750488,0.2939096987247467,0.93576842546463
9.94036865234375,0.0915382727980613,0.8647458553314209
9.88184642791748,0.2221461534500122,0.3940622210502624
9.611064910888672,0.2641507983207702,0.3741661608219147
9.842326164245604,0.2142501473426818,-0.2656008601188659
10.426783561706545,0.3732744455337524,0.1689993739128112
10.931597709655762,2.3022725582122803,0.0346743315458297
11.143088340759276,-0.0760246664285659,0.4983819425106048
10.701238632202148,1.6723530292510986,0.3657200336456299
10.981866836547852,0.5923430919647217,0.490985631942749
11.19666576385498,2.6000750064849854,-0.6042149066925049
12.266023635864258,1.000268578529358,1.6937754154205322
13.190064430236816,2.1436150074005127,1.222447395324707
