Acc_X,Acc_Y,Acc_Z
-6.263284206390381,4.390552520751953,-19.71145248413086
11.050910949707031,11.20565414428711,-15.399428367614746
27.18622589111328,-6.142199993133545,3.696824550628662
16.14390754699707,-25.22488021850586,-1.756641149520874
0.173826664686203,-0.4840300977230072,-9.690146446228027
-8.726296424865723,10.122726440429688,-10.655396461486816
0.5027196407318115,4.328209400177002,-6.829498767852783
5.462372779846191,3.2527356147766118,-2.4719042778015137
6.151044845581055,-1.341082215309143,-0.9710973501205444
6.646242141723633,-3.031830072402954,-3.2087416648864746
6.146115779876709,2.7174675464630127,1.1098859310150146
8.632394790649414,2.1576852798461914,3.8790905475616455
7.712850570678711,0.6205134987831116,2.5975587368011475
6.270591735839844,-0.1177005171775817,6.788578033447266
6.711538314819336,2.059832572937012,13.712251663208008
7.120410919189453,2.9839699268341064,16.749374389648438
9.371718406677246,0.3904124796390533,17.8204345703125
9.439746856689451,-1.964054107666016,20.98430061340332
4.49505615234375,-4.263929843902588,16.33965492248535
3.0320520401000977,-5.999203205108643,2.765042304992676
8.28846263885498,13.741108894348145,20.11849975585937
2.0961804389953613,-5.939217567443848,22.53006362915039
6.5516557693481445,0.5083956122398376,18.63817977905273
13.151618003845217,11.271604537963867,22.72792625427246
6.918040752410889,-2.742713212966919,15.97804355621338
6.139649391174316,-4.346970081329346,9.422407150268556
4.68471622467041,-0.8217297792434692,8.21445369720459
3.105268239974976,5.973380565643311,5.956226348876953
3.3122098445892334,6.546802997589111,1.7732326984405518
4.984641075134277,2.880090475082397,-0.4988244473934173
4.56652307510376,0.2944157421588897,-4.533376216888428
5.671106338500977,-4.989894866943359,-10.812013626098633
4.277221202850342,-0.2803714871406555,-13.491219520568848
3.779307365417481,2.81112003326416,-16.661788940429688
-1.5887161493301392,5.916389465332031,-22.02789688110352
-2.008464813232422,0.6159274578094482,-23.95348358154297
-5.821598052978516,-0.7767051458358765,-25.036476135253903
-7.451142311096191,1.211098551750183,-21.627830505371094
