PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z 
1,767906060,0.76467425,0.17275004,-0.61029917,0.11386683,0.095878966152668,-0.4250088930130005,0.3801540434360504,-0.4653289020061493,0.28813859820365906, 0.02459896355867386
2,767922727,0.764684,0.17269866,-0.610355,0.11357975,9.607898712158203,1.1470980644226074,1.857373833656311,-0.5637354850769043,-1.2463266849517822, 1.0057659149169922
3,767939394,0.76403654,0.17244205,-0.61109173,0.114363216,9.631256103515625,1.0774543285369873,1.8663125038146973,0.19299808144569397,-1.3014196157455444, 0.5969231724739075
4,767956061,0.7633501,0.1718843,-0.6118932,0.11549626,9.591106414794922,1.11171293258667,1.9516394138336182,0.8264002203941345,-1.2603113651275635, 0.0034385048784315586
5,767972728,0.7631584,0.1711766,-0.6122402,0.11597381,9.711738586425781,1.16339111328125,1.9674793481826782,0.8150409460067749,-1.3208341598510742, -0.4621939957141876
6,767989395,0.7631785,0.17066559,-0.612352,0.11600478,9.73740005493164,1.1847378015518188,1.8795748949050903,0.7834603786468506,-0.9785203337669373, -0.8970975279808044
7,768006062,0.7630248,0.17112944,-0.6122842,0.11668754,9.56368637084961,1.1628938913345337,1.7920138835906982,1.583998203277588,-0.39405137300491333, -1.1588208675384521
8,768022729,0.7629091,0.17125002,-0.612403,0.116643645,9.555868148803711,1.1941789388656616,1.7910943031311035,2.393641233444214,0.07766410708427429, -1.2195872068405151
9,768039396,0.76276076,0.17160583,-0.6124797,0.116688125,9.64306926727295,1.247437596321106,1.9032151699066162,2.2030699253082275,0.24843676388263702, -1.3412858247756958
10,768056063,0.7627465,0.17168275,-0.6125509,0.11629391,9.613113403320312,1.2843739986419678,1.947403907775879,1.9750529527664185,0.3053225874900818, -1.2694294452667236
11,768072730,0.7627198,0.17213203,-0.6124539,0.1163162,9.597726821899414,1.334304928779602,1.9602278470993042,1.7483420372009277,0.1478557139635086, -1.0954424142837524
12,768089397,0.76272887,0.17255864,-0.6123317,0.11626882,9.609574317932129,1.2909235954284668,1.9171431064605713,1.7680765390396118,-0.03433382138609886, -0.8377529382705688
13,768106064,0.7626772,0.17297725,-0.61228323,0.11624015,9.572294235229492,1.3564459085464478,1.9414794445037842,1.9094587564468384,-0.7054505944252014, -0.5273527503013611
14,768122731,0.76259893,0.17341302,-0.61224747,0.11629246,9.559996604919434,1.3478409051895142,2.0062055587768555,1.0537257194519043,-1.1065070629119873, -0.18806123733520508
15,768139398,0.7625204,0.1737586,-0.61224556,0.11630109,9.542586326599121,1.3286892175674438,1.9436922073364258,0.5373096466064453,-1.5331761837005615, 0.08332452178001404
16,768156065,0.76246136,0.1736825,-0.6124216,0.11587451,9.587924003601074,1.361409306526184,1.9342255592346191,-0.0019721779972314835,-2.1313610076904297, 0.4324256181716919
17,768172732,0.76230735,0.17381611,-0.6125944,0.115773596,9.571159362792969,1.3238320350646973,1.9285681247711182,-0.659386157989502,-2.6711997985839844, 0.6865547895431519
18,768189399,0.7621216,0.17395993,-0.6127911,0.115740456,9.63083553314209,1.2719025611877441,1.9356029033660889,-0.8342185020446777,-2.8975775241851807, 0.8425874710083008
19,768206066,0.761935,0.17393568,-0.6130602,0.11558154,9.64830207824707,1.2732651233673096,1.8995133638381958,-0.7855542302131653,-3.0823473930358887, 1.0674796104431152
20,768222733,0.7616555,0.17440328,-0.61317873,0.11608862,9.630797386169434,1.2649884223937988,1.8308557271957397,-0.8173397183418274,-2.9170689582824707, 1.1284892559051514
21,768239400,0.761524,0.17406751,-0.6135137,0.11568322,9.595327377319336,1.298949122428894,1.8146289587020874,-0.8672076463699341,-2.6778974533081055, 1.3470935821533203
22,768256067,0.76139975,0.17372353,-0.6138445,0.11526324,9.576484680175781,1.2751994132995605,1.8152539730072021,-1.1994044780731201,-2.549091339111328, 1.1903694868087769
23,768272734,0.7609943,0.1751958,-0.61359066,0.11705037,9.666971206665039,1.1000698804855347,1.7904270887374878,-0.2282475233078003,-1.7527151107788086, 0.9712910056114197
24,768289401,0.76093704,0.17501982,-0.61375797,0.11680844,9.711075782775879,1.1995644569396973,1.8063901662826538,0.544711709022522,-1.1460787057876587, 0.8434326648712158
25,768306068,0.7610313,0.17434138,-0.61399686,0.115949094,9.68144416809082,1.1809029579162598,1.8102010488510132,-0.22371411323547363,-0.5601497292518616, 0.4760952889919281
26,768322735,0.76112,0.17399861,-0.6140751,0.115467414,9.666563034057617,1.1224597692489624,1.7522575855255127,1.2428499460220337,0.22988039255142212, 0.356868177652359
27,768339402,0.76145375,0.17251725,-0.61443585,0.11355471,9.603772163391113,1.2181172370910645,1.773432731628418,1.3632166385650635,0.6506714224815369, 0.08925385773181915
28,768356069,0.7616036,0.17220642,-0.6144233,0.11308885,9.731456756591797,1.152064561843872,1.8375940322875977,1.286993384361267,1.0518430471420288, -0.0471273697912693
29,768372736,0.76160204,0.17285435,-0.6141141,0.11378762,9.652156829833984,1.2047131061553955,1.884484052658081,2.054375648498535,1.3910449743270874, -0.14304693043231964
30,768389403,0.7617494,0.1727416,-0.61401004,0.113533325,9.519948959350586,1.2574471235275269,1.8586021661758423,1.6905343532562256,1.388739824295044, -0.30124378204345703
31,768406070,0.76179326,0.17313711,-0.61377895,0.11388517,9.580851554870605,1.2049394845962524,1.8625046014785767,1.7354333400726318,1.2319388389587402, -0.35971760749816895
32,768422737,0.76169854,0.17406066,-0.61345655,0.11484416,9.643625259399414,1.2073451280593872,1.9392898082733154,2.0959832668304443,0.7577965259552002, -0.42897433042526245
33,768439404,0.7615694,0.17499347,-0.6131675,0.11582305,9.616435050964355,1.268723964691162,1.9978123903274536,1.6733736991882324,0.33598101139068604, -0.4313819110393524
34,768456071,0.7615997,0.17482847,-0.6132369,0.11550463,9.583873748779297,1.3192425966262817,1.9107860326766968,0.8023883104324341,-0.23769867420196533, -0.20884595811367035
35,768472738,0.7618754,0.17320979,-0.6137495,0.11338358,9.57978343963623,1.284448504447937,1.8607542514801025,0.49936437606811523,-0.5634665489196777, -0.16856998205184937
36,768489405,0.7618568,0.17306687,-0.61386627,0.113094576,9.605928421020508,1.2505499124526978,1.8470265865325928,0.8231345415115356,-0.7166305184364319, -0.056642480194568634
37,768506072,0.7619239,0.17243584,-0.61412233,0.11221354,9.619556427001953,1.2643004655838013,1.8547160625457764,0.8279368877410889,-0.7227647304534912, 0.0016456161392852664
38,768522739,0.7617309,0.17338285,-0.6138958,0.11329748,9.649307250976562,1.226917028427124,1.8459185361862183,0.8915972113609314,-0.37508514523506165, -0.023781390860676765
39,768539406,0.7616428,0.17386208,-0.6137731,0.11381959,9.672035217285156,1.2156195640563965,1.810150146484375,1.4438327550888062,-0.054196469485759735, 0.10138146579265594
40,768556073,0.7615891,0.17434576,-0.6136016,0.114362955,9.666061401367188,1.2350066900253296,1.8534221649169922,1.5535316467285156,0.3906896710395813, 0.08912578225135803
41,768572740,0.76153195,0.17499188,-0.61334693,0.11511985,9.585283279418945,1.2181262969970703,1.8187456130981445,1.3740252256393433,0.6896795630455017, 0.033226072788238525
42,768589407,0.76160866,0.17495102,-0.61327475,0.11505962,9.555157661437988,1.2513362169265747,1.8298858404159546,1.2824342250823975,0.8039505481719971, 0.14032557606697083
43,768606074,0.76165557,0.17501079,-0.61318254,0.115148105,9.619917869567871,1.2564793825149536,1.8623656034469604,1.1296416521072388,0.7138707637786865, 0.23513096570968628
44,768622741,0.76177686,0.17459352,-0.61324084,0.11466927,9.654706954956055,1.2782166004180908,1.955018162727356,1.303167700767517,0.6130335927009583, 0.40678730607032776
45,768639408,0.76184005,0.17438328,-0.6132507,0.11451625,9.52588939666748,1.2822118997573853,1.876102328300476,0.7996604442596436,0.4304790198802948, 0.6403878927230835
46,768656075,0.76185864,0.17410935,-0.6133424,0.11431831,9.444899559020996,1.3059686422348022,1.8562451601028442,0.5212888717651367,-0.1601434051990509, 0.8665993809700012
47,768672742,0.76180756,0.17402017,-0.6134186,0.11438466,9.632301330566406,1.2950891256332397,1.9048291444778442,0.011839469894766808,-0.5501480102539062, 1.008954644203186
48,768689409,0.76155186,0.1748335,-0.61327976,0.11558518,9.794681549072266,1.236913800239563,1.9993854761123657,-0.03638283908367157,-0.9210070371627808, 1.1428834199905396
49,768706076,0.76144683,0.17472957,-0.6134298,0.1156387,9.531576156616211,1.233112096786499,1.9172499179840088,0.0984872356057167,-1.165595531463623, 1.1720050573349
50,768722743,0.7613882,0.1741727,-0.6137556,0.115134865,9.52798843383789,1.2650822401046753,1.8685184717178345,-0.5832780599594116,-1.6724709272384644, 1.142601728439331
51,768739410,0.76124775,0.17406338,-0.6139544,0.11516917,9.810051918029785,1.1848328113555908,1.890182375907898,-0.7775887846946716,-1.7012468576431274, 1.0344136953353882
52,768756077,0.76109403,0.17423074,-0.6140476,0.11543494,9.599699020385742,1.111213207244873,1.8634998798370361,0.4610862135887146,-1.3050566911697388, 0.6996557116508484
53,768772744,0.76135063,0.17242907,-0.61465555,0.11319115,9.497550964355469,1.1594009399414062,1.7647565603256226,0.8741037845611572,-0.8972768187522888, 0.3613375723361969
54,768789411,0.76123273,0.17287126,-0.61458534,0.11368929,9.640110969543457,1.1340548992156982,1.7474825382232666,0.7245896458625793,-0.506170928478241, 0.0672653540968895
55,768806078,0.7610953,0.17360763,-0.6144044,0.11446244,9.668169975280762,1.1365753412246704,1.8528120517730713,1.5956008434295654,-0.13900013267993927, -0.2407337874174118
56,768822745,0.76111937,0.17358497,-0.6144222,0.11424124,9.630578994750977,1.1796249151229858,1.929603099822998,1.4763736724853516,-0.020016325637698174, -0.5521457195281982
57,768839412,0.7611351,0.17366295,-0.6143964,0.11415691,9.673629760742188,1.235709547996521,1.9024832248687744,1.2078115940093994,0.06478091329336166, -0.5835469365119934
58,768856079,0.761191,0.17347933,-0.61445713,0.11373527,9.649717330932617,1.2479796409606934,1.8592052459716797,0.9024698138237,-0.08728808164596558, -0.6760599613189697
59,768872746,0.7612492,0.17314814,-0.6145895,0.11313438,9.637590408325195,1.2307521104812622,1.8923476934432983,1.2093356847763062,-0.3081591725349426, -0.5456914305686951
60,768889413,0.7612814,0.17299722,-0.614656,0.112785675,9.583880424499512,1.2662707567214966,1.8635270595550537,1.3214938640594482,-0.16941522061824799, -0.4226992428302765
61,768906080,0.7612904,0.17291646,-0.614715,0.11252708,9.589461326599121,1.216052532196045,1.821893572807312,1.4266849756240845,-0.2635931074619293, -0.36072927713394165
62,768922747,0.7612556,0.17305262,-0.61471665,0.11254414,9.637338638305664,1.241410493850708,1.877348780632019,1.333173155784607,-0.3022554814815521, -0.3425314426422119
63,768939414,0.76127565,0.17295854,-0.61476266,0.11230137,9.680734634399414,1.2311345338821411,1.89431631565094,1.1352380514144897,-0.15234433114528656, -0.30126938223838806
64,768956081,0.7612521,0.17309232,-0.6147407,0.11237437,9.552640914916992,1.2610161304473877,1.836075782775879,1.0143589973449707,-0.14053688943386078, -0.18418091535568237
65,768972748,0.76122826,0.17313668,-0.61475766,0.112376295,9.593995094299316,1.2577413320541382,1.8323842287063599,0.7010132670402527,-0.2960059642791748, -0.03462837263941765
66,768989415,0.7611133,0.17367809,-0.61463547,0.11298564,9.604647636413574,1.2480390071868896,1.8836021423339844,0.8373623490333557,-0.2864396274089813, -0.03966126590967178
67,769006082,0.76107633,0.17378572,-0.61463886,0.11305168,9.624710083007812,1.1821508407592773,1.887406826019287,1.3121706247329712,-0.2582913041114807, 0.027219898998737335
68,769022749,0.7611159,0.17344631,-0.6147796,0.112539485,9.632014274597168,1.234513521194458,1.9076182842254639,1.6506168842315674,-0.3143830895423889, -0.007888711988925934
69,769039416,0.7609061,0.17439142,-0.61456746,0.11365012,9.62930965423584,1.258163332939148,1.8515708446502686,1.0972545146942139,-0.48259449005126953, 0.04919559136033058
70,769056083,0.7608158,0.17464615,-0.61455756,0.11391625,9.554835319519043,1.2462724447250366,1.8591164350509644,0.5746912956237793,-0.6110421419143677, 0.01465686596930027
71,769072750,0.7607807,0.17457063,-0.61465496,0.11374123,9.606359481811523,1.2069193124771118,1.8626755475997925,0.47039639949798584,-0.7434982061386108, -0.12829400599002838
72,769089417,0.76072514,0.17463835,-0.61470044,0.11376279,9.657801628112793,1.2308411598205566,1.8731029033660889,0.5153979063034058,-0.642545759677887, -0.05327441170811653
73,769106084,0.7606734,0.1747266,-0.6147266,0.113832615,9.629850387573242,1.2649903297424316,1.854721188545227,0.6303989887237549,-0.511959433555603, 0.04599400609731674
74,769122751,0.7606213,0.17485553,-0.6147219,0.11400868,9.612998962402344,1.2732692956924438,1.8482518196105957,0.6567928194999695,-0.3420831859111786, 0.2680816948413849
75,769139418,0.76059157,0.1749574,-0.6146958,0.11419143,9.616829872131348,1.2495008707046509,1.8114268779754639,0.799237847328186,-0.07234306633472443, 0.42898067831993103
76,769156085,0.7607038,0.17438753,-0.61483496,0.11356414,9.746387481689453,1.253440260887146,1.8955438137054443,1.1238917112350464,0.1959819793701172, 0.5401270389556885
77,769172752,0.76072645,0.17444646,-0.6147661,0.11369452,9.595169067382812,1.206636905670166,1.8956177234649658,1.353778600692749,0.47677403688430786, 0.43767622113227844
78,769189419,0.76077086,0.17435578,-0.6147466,0.113642305,9.63930606842041,1.2131048440933228,1.8608498573303223,1.7656818628311157,0.46396759152412415, 0.5342361330986023
79,769206086,0.76079124,0.1744169,-0.6146789,0.113778494,9.836516380310059,1.2364685535430908,1.9977673292160034,1.890223503112793,0.5231585502624512, 0.5493475198745728
80,769222753,0.76078856,0.17452994,-0.6145783,0.11416525,9.945780754089355,1.2669764757156372,2.2064967155456543,1.7934589385986328,0.6564727425575256, 1.3358368873596191
81,769239420,0.7609518,0.17413035,-0.614449,0.11438268,9.7686767578125,1.5597397089004517,2.0984818935394287,0.017999323084950447,1.9091897010803223, 2.790125608444214
82,769256087,0.76125115,0.17363748,-0.6141121,0.11494836,9.205998420715332,1.5748075246810913,1.7895021438598633,-1.6997482776641846,3.696789503097534, 4.170765399932861
83,769272754,0.7620029,0.17448957,-0.61269873,0.11621314,9.103066444396973,1.5731630325317383,1.8193618059158325,10.26987361907959,11.225303649902344, 0.8634494543075562
