PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z 
1,596108923,0.7749341,0.18746552,-0.5707279,0.19647793,-0.07662853598594666,-0.060694001615047455,-0.016588496044278145,-0.1138470321893692,0.3846011757850647, -0.18990203738212585
2,596125590,0.7754599,0.18845204,-0.5698461,0.19601846,15.980615615844727,1.1800836324691772,4.790909290313721,0.06916069984436035,4.396618843078613, 1.8267682790756226
3,596142257,0.7764583,0.18842791,-0.568606,0.1956903,16.13959312438965,1.203487515449524,4.66970682144165,0.4597031772136688,3.789738178253174, 1.7340757846832275
4,596158924,0.7769534,0.18819518,-0.5681347,0.1953177,15.957993507385254,1.296811819076538,4.836039066314697,0.5053322315216064,4.366473197937012, 1.8894425630569458
5,596175591,0.7775301,0.18825829,-0.56733507,0.1952868,15.911633491516113,1.0262733697891235,4.5101847648620605,0.9451407790184021,3.8169009685516357, 2.2891287803649902
6,596192258,0.77765614,0.18777381,-0.56734055,0.19523501,16.154685974121094,1.1486754417419434,4.791830539703369,0.6040562391281128,3.6802823543548584, 2.0151877403259277
7,596208925,0.7778115,0.18731272,-0.56723666,0.19536102,16.01585578918457,1.4023571014404297,4.819159030914307,0.6635417938232422,3.8312952518463135, 2.0307862758636475
8,596225592,0.77805287,0.18713336,-0.56696135,0.19537108,16.321428298950195,1.1950815916061401,4.586765289306641,-0.02506202645599842,3.5208303928375244, 2.1139378547668457
9,596242259,0.77818143,0.18691637,-0.5668705,0.19533014,16.09543800354004,1.374966025352478,4.94773530960083,0.5831820964813232,4.167782783508301, 2.1200084686279297
10,596258926,0.77844447,0.18672363,-0.5665993,0.19525392,16.10980796813965,1.1835143566131592,4.617459297180176,-0.2632473111152649,3.9272656440734863, 2.0423500537872314
11,596275593,0.7786071,0.1866041,-0.5664003,0.19529678,16.194948196411133,1.0797289609909058,4.72656774520874,0.9874657392501831,4.007177829742432, 2.16206431388855
12,596292260,0.77876633,0.18638285,-0.56622213,0.19538932,16.119421005249023,1.2490959167480469,4.903628349304199,0.8589028120040894,4.182394027709961, 2.072509527206421
13,596308927,0.779002,0.18612191,-0.56593746,0.1955235,16.101091384887695,1.2463995218276978,4.65506649017334,0.31011220812797546,4.478259086608887, 2.169389247894287
14,596325594,0.7791902,0.18570991,-0.56577766,0.1956282,16.536752700805664,1.1570900678634644,4.728512763977051,-0.599503755569458,4.120052337646484, 2.9504613876342773
15,596342261,0.7793855,0.18534355,-0.56553406,0.19590123,16.23319435119629,1.5599256753921509,5.207849979400635,-0.1833101063966751,5.060461521148682, 3.1163551807403564
16,596358928,0.77963924,0.18498144,-0.5652574,0.19603287,16.355365753173828,1.3653461933135986,4.59095573425293,-0.2823672294616699,4.306397914886475, 3.1917972564697266
17,596375595,0.7798316,0.18461949,-0.5650502,0.19620588,16.065200805664062,1.1304302215576172,4.665493488311768,-0.4972321689128876,4.302492618560791, 3.6441049575805664
18,596392262,0.77996254,0.1842767,-0.56490034,0.19643937,16.210468292236328,1.1899441480636597,4.87956428527832,-0.4227376878261566,3.913102388381958, 3.6825504302978516
19,596408929,0.7800247,0.18414815,-0.564731,0.1967989,16.51338768005371,1.1812585592269897,4.761293888092041,1.0120282173156738,3.432440996170044, 3.3714828491210938
20,596425596,0.78015316,0.18379559,-0.5645791,0.19705519,16.408390045166016,1.2389750480651855,4.869177341461182,-0.0032015875913202763,3.9759812355041504, 3.708763837814331
21,596442263,0.78033334,0.18331201,-0.5643697,0.19739161,16.569961547851562,1.2351086139678955,4.957343101501465,-0.8682449460029602,4.678192138671875, 4.349004745483398
22,596458930,0.78056765,0.18272677,-0.56409085,0.19780423,16.176668167114258,1.4039560556411743,4.519889831542969,-1.3278522491455078,5.395515441894531, 4.905134201049805
23,596475597,0.7807857,0.18196703,-0.5639091,0.19816189,16.33700942993164,1.210030436515808,4.601193904876709,-2.3879234790802,5.2541069984436035, 5.716031551361084
24,596492264,0.78085864,0.18135396,-0.56381065,0.198716,15.843793869018555,0.9215444326400757,4.573299884796143,-1.2699675559997559,4.432592391967773, 6.329802989959717
25,596508931,0.7807828,0.18089378,-0.563847,0.19932967,16.249561309814453,0.8686953783035278,4.727792739868164,-0.13901296257972717,3.029604911804199, 6.21596622467041
